Date,Solar radiation (W/m2),Air temperature (C),Vapour pressure (mb),Wind Speed (m/s),Cloudiness (-)
2018-10-12 18:00,0,16.174,12.95,3.992,0
2018-10-13 00:00,0,14.875,12.972,4.014,0
2018-10-13 06:00,357.5,17.715,12.937,4.435,0
2018-10-13 12:00,140,19.961,12.878,3.83,0
2018-10-13 18:00,0,15.687,11.312,5.369,0
2018-10-14 00:00,0,13.9,11.31,5.312,0
2018-10-14 06:00,365,16.144,11.269,6.615,0
2018-10-14 12:00,140,19.55,11.197,5.726,0
2018-10-14 18:00,0,15.767,11.244,5.422,0
2018-10-15 00:00,0,13.461,9.668,4.385,0
2018-10-15 06:00,350,16.3,9.65,5.323,0
2018-10-15 12:00,130,18.608,11.218,3.629,0
2018-10-15 18:00,0,14.614,11.276,3.631,0
2018-10-16 00:00,0,13.297,11.295,2.288,0
2018-10-16 06:00,340,16.604,11.275,2.342,0
2018-10-16 12:00,122.5,17.681,11.265,1.074,0
2018-10-16 18:00,0,13.739,11.318,0.86,0
2018-10-17 00:00,0,12.414,11.33,0.832,0
2018-10-17 06:00,330,16,11.298,1.945,0
2018-10-17 12:00,117.5,16.89,11.279,1.267,0
2018-10-17 18:00,0,13.326,11.324,1.392,0
2018-10-18 00:00,0,12.226,11.329,1.593,0
2018-10-18 06:00,275,14.971,11.311,3.208,0
2018-10-18 12:00,85,14.95,11.324,4.128,0
2018-10-18 18:00,0,11.66,11.382,4.197,0
2018-10-19 00:00,0,9.619,9.782,2.616,0
2018-10-19 06:00,240,11.29,9.782,2.026,0
2018-10-19 12:00,105,12.285,9.767,1.322,0
2018-10-19 18:00,0,8.867,8.172,2.596,0.0125
2018-10-20 00:00,0,8.025,8.176,3.383,0.0875
2018-10-20 06:00,287.5,11.247,8.168,4.577,0.09
2018-10-20 12:00,75,12.166,9.79,3.86,0
2018-10-20 18:00,0,10.301,9.808,3.394,0.095
2018-10-21 00:00,0,7.996,9.826,2.299,0
2018-10-21 06:00,310,11.713,9.807,2.466,0
2018-10-21 12:00,85,12.799,9.782,3.93,0
2018-10-21 18:00,0,10.356,9.79,4.886,0
2018-10-22 00:00,0,9.638,11.4,5.485,0
2018-10-22 06:00,230,10.844,9.778,5.948,0
2018-10-22 12:00,97.5,11.178,8.162,6.123,0
2018-10-22 18:00,0,7.983,8.175,6.398,0
2018-10-23 00:00,0,8.312,8.102,10.826,0.0375
2018-10-23 06:00,42.5,10.135,9.621,12.324,0.075
2018-10-23 12:00,37.5,11.397,11.162,11.277,0.105
2018-10-23 18:00,0,11.06,9.575,11.614,0.245
2018-10-24 00:00,0,8.984,8.016,10.129,0.105
2018-10-24 06:00,282.5,9.189,6.45,9.057,0.18
2018-10-24 12:00,90,9.75,6.469,6.749,0
2018-10-24 18:00,0,8.333,8.084,5.651,0
2018-10-25 00:00,0,11.485,11.213,9.688,0.1275
2018-10-25 06:00,92.5,11.272,9.597,10.509,0.0925
2018-10-25 12:00,40,11.336,9.607,8.449,0.2
2018-10-25 18:00,0,9.839,9.634,6.979,0.085
2018-10-26 00:00,0,8.292,8.033,5.147,0.045
2018-10-26 06:00,165,10.396,9.602,5.627,0.0375
2018-10-26 12:00,25,11.226,11.14,6.643,0.19
2018-10-26 18:00,0,10,9.537,7.162,0.105
2018-10-27 00:00,0,8.161,7.948,8.218,0.2525
2018-10-27 06:00,215,8.429,7.971,8.017,0.135
2018-10-27 12:00,35,7.267,6.427,5.164,0.0325
2018-10-27 18:00,0,4.871,6.47,4.384,0.025
2018-10-28 00:00,0,4.283,6.488,4.311,0.0275
2018-10-28 06:00,215,6.16,6.5,6.137,0.07
2018-10-28 12:00,20,6.79,6.499,6.908,0.1375
2018-10-28 18:00,0,6.44,6.497,8.269,0.06
2018-10-29 00:00,0,6.202,6.485,8.996,0.195
2018-10-29 06:00,90,6.063,6.474,9.539,0.115
2018-10-29 12:00,17.5,6.626,8.049,9.499,0.0025
2018-10-29 18:00,0,7.399,9.599,9.21,0
2018-10-30 00:00,0,11.398,12.648,8.883,0
2018-10-30 06:00,155,15.974,12.574,9.512,0
2018-10-30 12:00,47.5,14.763,11.048,5.949,0.1075
2018-10-30 18:00,0,9.722,7.979,9.816,0.1325
2018-10-31 00:00,0,9.722,7.979,9.816,0.1325
2018-10-31 06:00,0,9.722,7.979,9.816,0.1325
2018-10-31 12:00,0,9.722,7.979,9.816,0.1325
2018-10-31 18:00,0,9.722,7.979,9.816,0.1325
