Conventions,G,BADC-CSV,1
title,G,GloboLakes: high-resolution global limnology dataset v1
creator,G,Dr Laura Carrea,"Department of Meteorology, University of Reading"
contributor,G,Poppy Townsend,CEDA
long_name,1,GLWD ID,1
type,1,int
comment,1,GLWD ID is the ID number for the lake/waterbody within the Global Lake Water Database
long_name,2,Name,1
type,2,char
comment,2,Name of the water body
long_name,3,Country,1
type,3,char
comment,3,Name of country where water body is situated
long_name,4,Lat centre,degree
type,4,float
comment,4,Latitude for the centre of the water body
long_name,5,Lon centre,degree
type,5,float
comment,5,Longitude for the centre of the water body
long_name,6,Lat min,degree
type,6,float
comment,6,Minimum latitude for the water body
long_name,7,Lat max,degree
type,7,float
comment,7,Maximum latitude for the water body
long_name,8,Lon min,degree
type,8,float
comment,8,Minimum longitude for the water body
long_name,9,Lon max,degree
type,9,float
comment,9,Maximum longitude for the water body
location_name,G,Rutherford Appleton Lab
location,G,global
date_valid,G,2005-01-01,2010-01-01
last_revised_date,G,2015-07-21
history,G,Version 1
observation_station,G,unknown computer at the University of Reading
feature_type,G,point collection
source,G,data were derived from the ESA CCI Land Cover Map
activity,G,the NERC funded GloboLakes project
data
1,2,3,4,5,6,7,8,9
1020, lake Martin,United States,32.8069,-85.8986,32.6819,32.9653,-86.0625,-85.7681
1021, lagoa Quixere,Brazil,-5.7208,-36.8931,-6.0069,-5.6681,-37.0069,-36.7986
1022, Lopp lagoon,United States,65.7431,-167.6014,65.6264,65.8153,-168.0653,-167.4458
1023, Zzzz,Finland,65.1097,29.1292,64.8514,65.2153,28.5958,29.3958
1024, Besnard lake,Canada,55.3764,-106.0597,55.3181,55.5542,-106.2847,-105.7042
1025, X,Mali,16.01,-2.81,0.0,0.0,0.0,0.0
1026, American Falls reservoir,United States,42.9736,-112.6958,42.7708,43.0597,-112.8903,-112.5931
1027, Fletcher lake,Canada,63.5764,-108.7458,63.4903,63.7181,-108.9736,-108.4625
1028, Bolmen,Sweden,56.8653,13.6986,56.7653,57.0792,13.5708,13.8514
1029, ozero Evoron,Russia,51.4792,136.5153,51.3736,51.5986,136.4208,136.6014
1030, Zzzz,Finland,61.5375,24.3597,61.4125,61.7319,24.1347,24.7764
1031, Chagan lake,China,45.2181,124.3153,45.1569,45.3458,124.0319,124.4347
1032, Zzzz,Mexico,30.9292,-106.8986,30.7486,30.9403,-106.9764,-106.8903
1033, Chilko lake,Canada,51.2875,-124.0625,51.0681,51.6181,-124.2153,-124.0042
1034, rio Abacaxis,Brazil,-4.0347,-58.7819,-4.4986,-3.9375,-58.8403,-58.5153
1035, Kyzylkak,Kazakhstan,53.4236,73.7764,53.3625,53.4903,73.6319,73.8903
1036, lake Lanier,United States,34.2014,-83.9931,34.1514,34.4264,-84.1069,-83.7153
1037, Sid lake,Canada,62.2625,-104.1292,62.2125,62.3292,-104.3542,-103.8319
1038, St John river and Kennebecasis river,Canada,45.3014,-66.1542,45.2542,45.6597,-66.2458,-65.8403
1039, X,Iran,30.72,61.09,0.0,0.0,0.0,0.0
1040, Ramsey lake,Canada,47.2875,-82.2986,47.1097,47.4542,-82.3986,-81.9875
1041, Riou lake,Canada,59.0931,-106.5097,59.0681,59.1875,-106.6569,-106.1403
1042, Asnen,Sweden,56.6208,14.8125,56.5292,56.8958,14.5347,14.8764
1043, Chogray reservoir,Russia,45.4875,44.6042,45.4542,45.6597,44.1431,44.6653
1044, Jingyu lake,China,36.3403,89.4292,36.2319,36.4514,89.2681,89.6069
1045, Saryqopa koli,Kazakhstan,50.4153,64.0931,50.2125,50.4514,64.0208,64.2431
1046, lake Kabamba,Zaire,-7.8819,27.0319,-7.9903,-7.8153,26.9542,27.0958
1047, Oliver lake,Canada,56.9542,-103.3264,56.5597,57.0069,-103.5153,-103.2125
1048, ozero Dyupkun,Russia,68.1347,92.6986,67.7125,68.2514,91.8069,92.7958
1049, Kolleru,India,16.5847,81.1181,16.5681,16.7569,81.1069,81.3347
1050, ozero Kuchukskoye,Russia,52.7153,79.7625,52.6181,52.7847,79.6736,79.8708
1051, Pickwick lake,United States,35.0319,-88.1931,34.7264,35.0792,-88.2903,-87.6764
1052, X,Ghana,8.32,-2.29,0.0,0.0,0.0,0.0
1053, Athapapuskow lake,Canada,54.5236,-101.6875,54.4681,54.6125,-101.8597,-101.3847
1054, Chambri lake,Papua New Guinea,-4.2292,143.1292,-4.3764,-4.1569,143.0403,143.1875
1055, Zzzz,Canada,59.6431,-71.8653,59.3403,59.8208,-72.0958,-71.6986
1056, Kiziliashskiy liman,Russia,45.1264,37.0819,45.0597,45.1792,36.8958,37.2014
1057, lough Corrib,Ireland,53.4653,-9.2903,53.3125,53.5319,-9.5375,-9.0403
1058, Mamawi,Canada,58.6125,-111.4569,58.5514,58.6875,-111.6819,-111.2514
1059, Ukai reservoir,India,21.2375,73.7014,21.1708,21.5181,73.5903,74.1014
1060, cienaga de Pajaral,Colombia,10.9153,-74.5431,10.6986,10.9542,-74.6375,-74.4681
1061, Nilakka,Finland,63.1403,26.5597,62.9625,63.2792,26.2347,26.6847
1062, Wekusko/Wekisko lake,Canada,54.7792,-99.8486,54.6403,54.9042,-99.9764,-99.6736
1063, Hada Naihaolai,China,49.0708,117.9736,49.0153,49.1375,117.7958,118.0625
1064, embalse Cerron Grande,El Salvador,14.0486,-89.0486,13.9208,14.0958,-89.1792,-88.7625
1065, lago Todos los Santos,Chile,-41.1014,-72.3292,-41.2264,-41.0486,-72.4014,-72.0292
1066, Bam lake,China,31.2042,90.5708,31.1431,31.3681,90.5153,90.6542
1067, Edehon lake,Canada,60.2958,-97.1431,60.2597,60.5292,-97.5653,-97.0236
1068, Khromskaya bay,Russia,72.3042,147.0208,72.0014,72.3042,146.2764,147.1208
1069, Mary Frances lake,Canada,63.3403,-106.2042,63.2208,63.3792,-106.4736,-105.9681
1070, ozero Erginskiy Sor et al,Russia,60.7042,69.1236,60.6069,60.7681,68.9347,69.4764
1071, Kesagami lake,Canada,50.3875,-80.2181,50.1625,50.4681,-80.3569,-80.1542
1072, Linganamakki reservoir,India,14.1264,74.8847,13.8681,14.1847,74.8181,75.1069
1073, ozero Nevskoye,Russia,49.3653,143.3847,49.3069,49.4264,143.2347,143.7514
1074, barragem do Gove,Angola,-13.4181,15.8431,-13.4597,-13.0264,15.6958,15.9958
1075, Last Mountain lake,Canada,51.1931,-105.2764,50.7431,51.4292,-105.3792,-104.8708
1076, Dukan lake,Iraq,36.1347,44.9125,36.0097,36.2014,44.8069,45.0236
1077, lago Arari,Brazil,-0.6625,-49.1431,-0.7653,-0.5347,-49.1736,-49.1097
1078, lake Massingir,Mozambique,-23.9153,31.9819,-23.9569,-23.8264,31.9347,32.1542
1079, Cuona lake,China,32.0569,91.4764,31.9208,32.1292,91.4069,91.5458
1080, lake Bisina,Uganda,1.6458,33.8986,1.5903,1.7319,33.8236,34.0875
1081, lac Castignon and lac Chakonipau,Canada,56.3181,-68.6069,56.1819,56.4792,-68.6958,-68.4431
1082, Agua Brava et al,Mexico,22.1181,-105.5042,22.0236,22.2931,-105.6375,-105.4014
1083, ozero Elton,Russia,49.1486,46.6708,49.0847,49.2125,46.5514,46.8042
1084, lac Poncheville,Canada,50.2403,-76.8292,50.0375,50.4014,-77.0542,-76.6653
1085, Walter F George reservoir,United States,31.6431,-85.0764,31.6153,31.9986,-85.1792,-85.0486
1086, barrage de Selingue,Mali,11.5819,-8.1875,11.1792,11.6486,-8.4875,-8.0375
1087, ozero Tunaycha,Russia,46.7514,143.2042,46.6847,46.8625,143.0681,143.3819
1088, laguna de la Machona and laguna Redonda et al,Mexico,18.2792,-93.8125,18.2458,18.4208,-93.8819,-93.5014
1089, Marjorie lake,Canada,64.1986,-99.3319,64.0014,64.2958,-99.4819,-98.9875
1090, lac la Croix and Loon lake et al,Canada,48.3542,-92.1264,48.2347,48.4653,-92.3569,-91.9431
1091, Kukaklek lake,United States,59.1764,-155.3764,59.1292,59.2319,-155.5514,-155.0319
1092, ozero Agata,Russia,67.2125,92.8375,67.0181,67.4347,92.6708,93.1708
1093, Ingalls lake,Canada,60.3181,-104.9681,60.1514,60.3847,-105.2486,-104.8403
1094, Eileen lake,Canada,62.2986,-107.6486,62.1292,62.3347,-107.8458,-107.1181
1095, Zzzz,Sweden,66.7375,19.2875,66.6653,66.9347,17.7208,19.4569
1096, Aksayquin lake,China,35.2347,79.8514,35.1319,35.2875,79.7431,79.9431
1097, embalse del Nihuil,Argentina,-35.0764,-68.7375,-35.1347,-34.9708,-68.8514,-68.6653
1098, Zzzz,Brazil,-1.8431,-50.1903,-2.1347,-1.8347,-50.5903,-50.1486
1099, Zzzz,Greenland,65.0875,-50.0403,65.0014,65.1625,-50.3292,-49.8236
1100, lake Hawea,New Zealand,-44.5486,169.2764,-44.6097,-44.1542,169.1986,169.5319
1101, Wuqiangxi reservoir,China,28.7653,110.8597,28.6458,28.7708,110.5931,110.8792
1102, Barrington lake,Canada,56.9347,-100.2486,56.8542,57.0681,-100.3736,-100.0597
1103, Gordon lake,Canada,63.0264,-113.2125,62.8792,63.2625,-113.3736,-113.0819
1104, lake Norman,United States,35.4903,-80.9431,35.4292,35.8125,-81.1403,-80.8542
1105, Zzzz,Canada,49.2431,-93.0319,49.0764,49.4431,-93.2903,-92.6819
1106, Horton lake,Canada,67.4958,-122.3875,67.4292,67.5403,-122.7847,-122.2125
1107, Junshan lake,China,28.5986,116.3097,28.3958,28.6375,116.2569,116.4708
1108, Zzzz,Finland,63.0319,30.7292,62.8736,63.0653,30.5125,30.8736
1109, lago Villarrica,Chile,-39.2542,-72.0764,-39.3042,-39.2042,-72.2264,-71.9653
1110, Hirfanli reservoir,Turkey,39.1931,33.5569,39.0236,39.2736,33.4542,33.9347
1111, lago Uru Uru,Bolivia,-18.1403,-67.0986,-18.1764,-18.0431,-67.1375,-67.0375
1112, Weagamow lake,Canada,52.9014,-91.3625,52.7986,52.9625,-91.5764,-91.1681
1113, laguna Blanca,Chile,-52.3708,-71.1903,-52.4375,-52.3681,-71.1958,-71.1486
1114, Neergaard lake,Canada,70.2708,-80.0264,70.1264,70.3069,-80.1986,-79.6569
1115, lake Neusiedl,Austria,47.8792,16.7875,47.6653,47.9292,16.6875,16.8542
1116, lake Rossignol,Canada,44.1764,-65.0958,44.1347,44.2847,-65.2153,-64.9319
1117, lake Tawakoni,United States,32.8403,-95.9319,32.8097,32.9931,-96.1292,-95.8903
1118, Marte R Gomez,Mexico,26.2375,-98.9514,26.1181,26.2986,-99.1208,-98.9153
1119, dac d'Iberville,Canada,55.9875,-73.2653,55.7903,56.0125,-73.4403,-73.0514
1120, Manawan lake and Pelican lake,Canada,55.3847,-103.2625,55.1764,55.4986,-103.4931,-103.0319
1121, laguna Negra,Uruguay,-34.0292,-53.6875,-34.1125,-33.9597,-53.7542,-53.5931
1122, Aropuk lake,United States,61.1764,-163.8125,60.9514,61.2486,-163.9347,61.2486
1123, ozero Yambuto,Russia,71.2097,79.4625,71.1069,71.2958,79.1819,79.6042
1124, Mangla Dam lake,Pakistan,33.1653,73.6736,33.1181,33.3403,73.5347,73.8597
1125, Victoria lake,Canada,48.3264,-57.3431,48.2208,48.4153,-57.6069,-57.1125
1126, ozero Yarato 2-e,Russia,67.9958,71.2653,67.9569,68.1042,70.9069,71.4069
1127, Seneca lake and Finger lakes,United States,42.7125,-76.9347,42.3847,42.8736,-76.9792,-76.8569
1128, Walker lake,United States,38.7264,-118.7153,38.5986,38.7986,-118.7708,-118.6653
1129, Grand lake et al,United States,29.8792,-92.7569,29.8236,29.9903,-92.8514,-92.6458
1130, Tousu lake,China,37.1236,96.9153,37.0736,37.2153,96.8458,97.0347
1131, Plutarco Elias Calles,Mexico,29.1875,-109.6931,28.9764,29.2486,-109.7347,-109.4042
1132, Kuivaselka,Finland,63.1875,25.1708,62.9514,63.3597,25.0264,25.2819
1133, ozero Sen-kyuyel,Russia,68.5319,155.2819,68.4847,68.6292,155.1514,155.4181
1134, lake Kampolombo and lake Kangwena,Zambia,-11.5514,29.7431,-11.8125,-11.5125,29.6292,29.7736
1135, lake St Lawrence,United States,44.9097,-75.1264,44.8292,45.0319,-75.3097,-74.7847
1136, lago de Viana and lagoa Cajari,Brazil,-3.2375,-45.0764,-3.3486,-3.1569,-45.2292,-44.9736
1137, lago Aiapua,Brazil,-4.3986,-62.1208,-4.5431,-4.3597,-62.3458,-62.0542
1138, Nizamsagar lake,India,18.1569,77.9569,18.0708,18.2153,77.8986,78.0958
1139, ozero Makovskoye,Russia,66.8403,85.2153,66.7458,66.9042,85.0819,85.5347
1140, Quunnguq lake,Canada,69.9375,-112.5931,69.8514,69.9986,-112.9181,-112.2792
1141, Indin lake,Canada,64.2431,-115.3653,64.0681,64.3931,-115.4653,-114.8736
1142, lake Eucumbene,Australia,-36.0958,148.7264,-36.2014,-35.9403,148.5958,148.8236
1143, lake Matano,Indonesia,-2.4847,121.3569,-2.5625,-2.4264,121.2153,121.4708
1144, Juurusvesi,Finland,62.9931,27.8875,62.9181,63.1236,27.7319,28.2458
1145, Kus lake,Turkey,40.1958,27.9958,40.1403,40.2486,27.8458,28.0625
1146, Abijata lake,Ethiopia,7.6208,38.6042,7.5236,7.6875,38.5181,38.6625
1147, Solonchak Arys,Kazakhstan,45.8681,66.3208,45.7708,45.9903,66.2458,66.4153
1148, lake Mattamuskeet,United States,35.4986,-76.1819,35.4542,35.5625,-76.3181,-76.0681
1149, Rann of Kutch lake,India,24.1458,70.3486,23.0986,24.7153,69.7153,71.7292
1150, Zzzz,Canada,58.8875,-96.3431,58.8347,58.9125,-96.6264,-96.2958
1151, Saganaga lake and Northern Lights lake,Canada,48.2486,-90.9125,48.1764,48.3347,-91.0403,-90.5847
1152, Bear lake,Canada,55.1292,-95.9847,55.0764,55.1569,-96.4931,-95.6458
1153, lake Vermilion,United States,47.8597,-92.3042,47.8014,47.9653,-92.6681,-92.1681
1154, lake Abert,United States,42.6875,-120.2181,42.5208,42.7542,-120.2819,-120.1264
1155, Greers Ferry lake,United States,35.5236,-92.1153,35.4653,35.6347,-92.4125,-91.9875
1156, Waterbury lake,Canada,58.1819,-104.3431,58.0208,58.2736,-104.5514,-104.1792
1157, Koka lake,Ethiopia,8.3792,39.0708,8.3042,8.4792,38.9986,39.1569
1158, Tahoe lake,Canada,69.9986,-108.4653,69.9542,70.1097,-109.1597,-108.1792
1159, Zzzz,Sudan,9.1319,30.4181,9.1042,9.1903,30.3403,30.4625
1160, Stull lake,Canada,54.4264,-92.6042,54.2931,54.4931,-92.7847,-92.3542
1161, Camsell lake,Canada,63.5625,-111.2986,63.5181,63.7542,-111.4264,-110.8986
1162, lac Qilalugalik,Canada,58.7486,-76.1236,58.5875,58.7819,-76.2347,-75.6625
1163, Dog lake,Canada,48.7125,-89.5681,48.6819,48.9042,-89.6292,-89.2847
1164, Beverly lake,Canada,64.6097,-100.5708,64.5431,64.6875,-100.8208,-100.2292
1165, lac d'Ayame,Ivory Coast,5.6431,-3.1625,5.5458,5.8097,-3.3125,-3.1097
1166, Kipahigin lake,Canada,55.4708,-102.1653,55.2014,55.5736,-102.2042,-101.7681
1167, lac Allemand,Canada,61.0542,-75.7875,60.8986,61.1653,-76.0319,-75.6597
1168, Sardis lake,United States,34.4597,-89.6931,34.3792,34.5514,-89.8069,-89.5153
1169, Wabigoon lake,Canada,49.7458,-92.7847,49.5236,49.7736,-92.9042,-92.4903
1170, Great lake,Australia,-41.9319,146.7403,-41.9875,-41.7792,146.6792,146.8319
1171, lac Privert and lac Jeannin,Canada,56.5069,-66.4292,55.9597,56.5653,-66.5347,-66.2125
1172, Presa Luis L. Leon,Mexico,28.9236,-105.3153,28.8736,28.9847,-105.3375,-105.2736
1173, lacul Sinoe,Romania,44.6069,28.8736,44.4653,44.6847,28.7236,28.9625
1174, Jili lake,China,46.9236,87.4486,46.8542,46.9958,87.3458,87.5431
1175, Zzzz,Canada,54.7097,-67.4653,54.6653,54.9375,-67.9597,-67.3208
1176, ozero Yambuto,Russia,69.9847,70.9264,69.9403,70.1431,70.7125,71.0681
1177, Masinga dam,Kenya,-0.8847,37.5458,-0.9736,-0.7958,37.2931,37.5958
1178, Staruman,Sweden,65.2431,16.7875,65.1014,65.4236,16.2653,17.1153
1179, Damant lake,Canada,61.8264,-105.1069,61.6569,62.0042,-105.2569,-104.9958
1180, Dale Hollow lake,United States,36.5958,-85.3625,36.4653,36.6847,-85.4542,-85.1208
1181, Stanley reservoir,India,11.9042,77.8403,11.8042,11.9681,77.6653,77.9153
1182, Cayuga lake,United States,42.7458,-76.7347,42.4597,42.9431,-76.7708,-76.5014
1183, Kemijarvi,Finland,66.5958,27.4153,66.4764,66.8792,27.1764,27.9764
1184, ozero Gusinoye,Russia,51.2292,106.4403,51.1042,51.2958,106.2764,106.5014
1185, Nose lake,Canada,65.4431,-108.9125,65.3514,65.4875,-109.1514,-108.6542
1186, Bain lake and Belsham lake,Canada,58.9875,-99.0514,58.7653,59.0431,-99.3653,-98.9125
1187, ozero Ozhogino,Russia,69.2542,146.7042,69.1958,69.3153,146.4125,146.8931
1188, Clear lake,United States,39.0736,-122.8486,38.9347,39.1208,-122.9125,-122.6375
1189, Jeddore lake,Canada,48.0875,-55.8403,47.9236,48.1903,-56.0181,-55.7542
1190, lago Grande de Monte Alegre,Brazil,-2.2569,-54.2264,-2.3847,-2.0181,-54.4903,-54.0736
1191, Lac du Pelican,Canada,59.8042,-73.6486,59.6542,59.9069,-73.8847,-73.4903
1192, Kyebxang lake,China,32.4542,90.0097,32.3986,32.5208,89.8708,90.0653
1193, Canyon Ferry lake,United States,46.4125,-111.5264,46.3625,46.6597,-111.7403,-111.4792
1194, ozero Ryeytgyn,Russia,65.0042,174.0569,64.9736,65.1514,173.6736,174.0875
1195, lago Blanco,Chile,-54.0069,-68.9958,-54.1681,-53.9681,-69.1681,-68.9125
1196, sea of Galilee,Israel,32.8292,35.5847,32.7069,32.8931,35.5153,35.6514
1197, Zzzz,Russia,57.1681,33.1264,57.0653,57.3319,32.7042,33.2819
1198, Aishihik lake,Canada,61.5653,-137.3625,61.1931,61.6264,-137.5042,-136.9931
1199, Devils lake and Pelican lake,United States,48.0736,-99.1903,47.9125,48.1847,-99.2597,-98.5764
1200, Tahiryuak lake,Canada,70.9681,-112.1653,70.8653,71.0486,-112.3903,-111.9431
1201, Vanajavesi,Finland,61.1542,24.2375,61.0847,61.2764,23.7681,24.3931
1202, Bromley Lake,Canada,66.3208,-97.7042,66.2181,66.3958,-97.8736,-97.5181
1203, Aras Dam lake,Iran,39.1875,45.3125,39.0931,39.2819,45.1319,45.4069
1204, Kasumigaura lake,Japan,36.0375,140.3958,35.9542,36.1597,140.2153,140.5042
1205, Daihai sea,China,40.5819,112.6903,40.5236,40.6181,112.5875,112.7708
1206, Dushan lake,China,35.0792,116.8069,34.8347,35.1236,116.6708,117.0347
1207, lago Puyehue,Chile,-40.6736,-72.4903,-40.7264,-40.6236,-72.6042,-72.3292
1208, ozero Chlya,Russia,53.4431,140.0625,53.3264,53.5403,139.8597,140.2375
1209, Itchen lake,Canada,65.4986,-112.7514,65.4542,65.6069,-113.1431,-112.5514
1210, represa Borde Seco/La Vueltosa,Venezuela,7.7708,-71.4681,7.7542,7.8708,-71.5042,-71.3403
1211, Red lake,Canada,51.0431,-93.9014,50.9986,51.1375,-94.2736,-93.7569
1212, Mosquito lagoon,United States,28.8458,-80.7986,28.6458,29.0292,-80.9181,-80.6375
1213, Chatyr Kol,Kyrgyzstan,40.6236,75.2903,40.5792,40.7069,75.1597,75.4014
1214, Pangnikto lake,Canada,69.5486,-92.8653,69.4264,69.6153,-93.2375,-92.7208
1215, ozero Kokoro,Russia,73.0069,101.0653,72.9097,73.0792,100.9014,101.2486
1216, Etang de Berre and Etang de Bolmon,France,43.4403,5.1042,43.4014,43.5569,4.9986,5.2292
1217, Lake Acigol,Turkey,37.8264,29.8458,37.7764,37.8958,29.7014,29.9931
1218, Nyumba Ya Mungu reservoir,Tanzania,-3.6681,37.4125,-3.8236,-3.5875,37.3708,37.4764
1219, Jayakwadi Dam reservoir/Nath sagar,India,19.5014,75.2569,19.4014,19.6375,75.0375,75.3764
1220, Willow lake,Canada,62.1736,-119.1819,62.0986,62.2486,-119.3486,-118.7986
1221, Pelican lake,Canada,52.4819,-100.3264,52.3569,52.5819,-100.4236,-100.2625
1222, Beaverhill lake,Canada,53.4542,-112.5292,53.3681,53.5319,-112.6347,-112.4375
1223, lac Cambrien,Canada,56.2042,-68.9931,56.0542,56.6125,-69.2569,-68.7569
1224, Suontee,Finland,61.6319,26.4597,61.5986,61.8458,26.1486,26.5736
1225, Zzzz,Canada,69.7903,-104.3903,69.6792,69.8931,-104.8653,-104.3069
1226, Irtysh river,Russia,60.5375,69.5125,60.3931,60.6486,69.0125,69.6403
1227, Father lake,Canada,49.3625,-75.4097,49.2153,49.4958,-75.5319,-75.1236
1228, Petit lac des Loups Marins,Canada,56.1181,-73.2097,55.9875,56.2847,-73.5375,-73.0486
1229, Rutledge lake,Canada,61.6403,-110.8403,61.4069,61.7764,-110.8903,-110.6514
1230, Cat lake,Canada,51.6264,-91.9125,51.5903,51.7986,-91.9847,-91.6125
1231, Shethanei lake,Canada,58.8264,-97.9153,58.6764,58.8931,-98.1542,-97.5347
1232, Baralzon lake,Canada,59.9569,-97.9764,59.8681,60.1458,-98.1625,-97.8125
1233, Boyd lake,Canada,61.4736,-103.4097,61.3653,61.6875,-103.4958,-103.1208
1234, Big Sand lake,Canada,50.1264,-94.6264,49.9042,50.1542,-94.8653,-94.5347
1235, ozero Toremtor,Russia,61.2153,79.3181,61.1431,61.2792,79.1986,79.5236
1236, Ulubat lake,Turkey,40.1542,28.6292,40.1181,40.2181,28.4486,28.7236
1237, Finger lake,Canada,53.1292,-93.5681,53.0792,53.2597,-93.6847,-93.3125
1238, Zzzz,Canada,53.9653,-95.4042,53.8486,54.0042,-95.4542,-95.2097
1239, Tazlina lake,United States,61.9042,-146.4958,61.7542,62.0069,-146.5764,-146.2292
1240, Pyhajarvi,Finland,60.9931,22.3097,60.8986,61.1042,22.1486,22.4153
1241, rio Tefe,Brazil,-3.3347,-64.7736,-3.5986,-3.2847,-64.9958,-64.6986
1242, Partridge Crop lake and Mystery lake and Natawahunan lake,Canada,55.5875,-97.4819,55.4847,55.7403,-97.7347,-97.0097
1243, Mary lake,Canada,62.3792,-103.4958,62.2569,62.4986,-103.7014,-103.4097
1244, Zzzz,Mexico,26.0264,-97.8653,25.9736,26.0347,-97.9236,-97.8069
1245, Kwejinne lake and Bigspruce lake,Canada,63.7403,-115.8736,63.4431,63.9264,-116.0458,-115.6069
1246, Lappajarvi,Finland,63.1236,23.7014,63.0486,63.2542,23.5458,23.7903
1247, Burntwood lake,Canada,55.3903,-100.2681,55.2625,55.5403,-100.7347,-100.1208
1248, lake Baringo,Kenya,0.6569,36.0625,0.5403,0.7264,36.0236,36.1208
1249, Walker lake,Canada,54.6958,-96.9542,54.6264,54.7958,-97.1625,-96.8375
1250, Sheksna reservoir,Russia,59.6736,38.5542,59.2319,59.7986,38.2264,38.7347
1251, lac Nemiscau,Canada,51.3792,-76.8458,51.2847,51.5236,-77.0375,-76.3903
1252, Savant lake,Canada,50.4736,-90.4319,50.3597,50.6653,-90.5569,-90.2458
1253, Stora Le,Sweden,59.3764,11.8736,58.9014,59.5014,11.7208,12.0097
1254, rio Passo Fundo,Brazil,-27.6375,-52.7431,-27.8875,-27.5375,-52.8014,-52.6236
1255, ozero Neyto,Russia,70.1569,70.5403,70.0958,70.2069,70.3569,70.8875
1256, Zzzz,United States,27.3097,-80.2403,27.1431,27.6764,-80.3847,-80.1625
1257, Tage lake,Indonesia,-3.8903,136.3125,-3.9542,-3.8097,136.2347,136.3986
1258, Zzzz,Canada,55.9042,-63.2486,55.8319,55.9486,-63.4375,-63.1014
1259, lago Strobel,Argentina,-48.4347,-71.1847,-48.4764,-48.3681,-71.3514,-71.0931
1260, Volga river,Russia,55.8153,48.5819,55.7042,56.0292,47.9125,48.8819
1261, Namaycush lake,Canada,70.7736,-108.4264,70.7236,70.8986,-108.6097,-108.1236
1262, Zzzz,Canada,65.6153,-97.8153,65.5125,65.7264,-97.9125,-97.5153
1263, Zzzz,Canada,66.4097,-103.4069,66.3597,66.5181,-103.5375,-103.2153
1264, Chinchayqucha lake,Peru,-11.0181,-76.1014,-11.0958,-10.9153,-76.2514,-76.0125
1265, Harney lake,United States,43.2431,-119.1292,43.1792,43.2875,-119.2181,-119.0458
1266, lake Wellington,Australia,-38.0819,147.3569,-38.1542,-38.0403,147.2181,147.4208
1267, lac Wakuach,Canada,55.5625,-67.5486,55.4375,55.7403,-67.7653,-67.2486
1268, laguna Bismuna,Nicaragua,14.8569,-83.3514,14.7319,14.9097,-83.4264,-83.2958
1269, Curtis lake,Canada,66.7292,-89.2375,66.5375,66.8375,-89.3708,-88.9042
1270, Bohu lake,China,30.1542,116.4681,30.0764,30.2431,116.3208,116.5486
1271, lake of the Enemy,Canada,63.7736,-110.2514,63.7042,63.8514,-110.4403,-110.0569
1272, Beaver lake,United States,36.3542,-93.9264,36.1569,36.4458,-94.0708,-93.8236
1273, lago Arapa,Peru,-15.1569,-70.0569,-15.2236,-15.1125,-70.1153,-69.8597
1274, Brown lake,Canada,65.9125,-91.2153,65.8097,65.9681,-91.4708,-90.9875
1275, ozero Glubokoye,Russia,69.3264,89.7375,69.1903,69.3542,89.5653,90.6764
1276, Hansine lake,Canada,65.6458,-85.6792,65.4764,65.7208,-85.9597,-85.3986
1277, Baldock lake,Canada,56.4958,-97.9125,56.4514,56.6486,-98.1597,-97.8375
1278, Kenohan Jempang and Kenohan Tempatung,Indonesia,-0.4403,116.1986,-0.5069,-0.3792,116.0986,116.3486
1279, Healey lake,Canada,64.3264,-106.7236,64.2181,64.4347,-107.1181,-106.5931
1280, lake George,Australia,-35.1097,149.4347,-35.1764,-35.0319,149.3958,149.4764
1281, ozero Nadudoturku,Russia,72.8236,84.1597,72.7542,72.9097,83.8069,84.4125
1282, Tepouma/Lagoa de Sapucua,Brazil,-1.8208,-55.9986,-1.8819,-1.7681,-56.2681,-55.9375
1283, Mucuo Bingni,China,30.6625,86.2236,30.5542,30.7319,86.1625,86.3458
1284, Vanderkloof dam,South Africa,-30.0458,24.8014,-30.3736,-29.9792,24.7292,25.0569
1285, Stroms Vattudal,Sweden,63.9181,15.4542,63.7486,64.2792,15.1264,15.6097
1286, Karasor,Kazakhstan,49.8319,75.2569,49.7903,49.9486,75.1708,75.6042
1287, lake Nokoue,Benin,6.4431,2.4514,6.3847,6.5042,2.3514,2.5486
1288, Smith Mountain lake and Leesville lake,United States,37.0458,-79.5653,37.0069,37.2042,-79.7764,-79.3958
1289, Suriname river,Suriname,5.4403,-54.9931,5.1653,5.4569,-55.0875,-54.9819
1290, lago di Como e lago di Mezzola,Italy,46.0069,9.2597,45.8153,46.2292,9.0681,9.4569
1291, Zzzz,Canada,68.2764,-116.7264,68.1736,68.3514,-116.9347,-116.4792
1292, Kusawa lake,Canada,60.5264,-136.1347,60.1069,60.6097,-136.4069,-136.0375
1293, Zzzz,Iraq,34.2153,45.0069,34.0486,34.2986,44.9486,45.1514
1294, Airag lake,Mongolia,48.8958,93.4486,48.8347,48.9681,93.3264,93.5458
1295, Llancanelo lake,Argentina,-35.5514,-69.1292,-35.8986,-35.4431,-69.2375,-69.0403
1296, Zzzz,Greenland,80.9958,-19.1208,80.8458,81.0875,-19.8181,-18.6153
1297, laguna Pyngopilgyn,Russia,67.4625,-175.0653,67.2931,67.5208,-175.3542,-174.9681
1298, lake Sinclair and lake Oconee,United States,33.3764,-83.1736,33.1403,33.6403,-83.4069,-83.1292
